player,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,games,minutes,minutes_per_game,minutes_pct,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,games,games_starts,minutes,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
Salis Abdul Samed,MF,Ghana,22,2000,2.8,2,2,0,2,0,0,1,0,1,2,1,1,4,6,8,0,4,1.44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,2,4,2,0,0,0,15,0,3,0,129,145,89,2046,466,70,70,100,49,54,90.7,9,15,60,0,0,0.1,0,1,11,0,0,2,145,141,3,3,0,0,2,0,0,0,0,0,129,1,0,3,250,83,92.6,3,83,1,0,NA,0,1,5,7,-2,-0.72,-0.72,3.5,5.3,-1.8,-0.66,-2.41,169,15,64,82,24,0,169,3,4,75,4,2,121,2,0,1,0,0,0.36,0,0,NA,26.9,0,0,0,0,0,0.02,0,0,3,3,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0.01,0.02,0.01,0.02
Salman Al-Faraj,MF,Saudi Arabia,33,1989,0.5,1,0,0,1,0,0,1,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,12,16,75,174,65,8,8,100,3,4,75,1,2,50,0,0,0,0,0,0,1,1,0,16,13,3,1,0,0,1,1,1,0,0,0,12,0,2,1,44,44,16.3,1,44,0,0,NA,0,3,0,1,-1,-2.05,-1.65,0,1,-1,-2.09,-1.29,19,0,1,11,7,0,19,0,0,NA,1,2,13,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Adekugbe,DF,Canada,27,1995,1.1,0,0,0,0,0,0,0,NA,0,1,0,1,1,1,1,0,2,1.89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,1,0,0,0,0,3,2,0,100,63,71,88.7,1003,311,31,33,93.9,27,28,96.4,4,7,57.1,0,0.1,0.1,-0.1,1,4,2,2,4,71,62,9,1,0,0,5,8,0,0,0,0,63,0,2,3,95,32,35.2,1,59,0,2,18,0,0,1,3,-2,-1.89,-0.35,1,1.7,-0.8,-0.74,-1.31,77,2,9,48,20,0,77,1,1,100,1,0,59,2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,3,1,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.09,0.09,0,0.09
Saman Ghoddos,MF,IR Iran,29,1993,0.5,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,15,20,75,193,39,10,10,100,5,6,83.3,0,3,0,0,0,0,0,1,0,0,0,2,20,17,3,1,0,0,2,1,1,1,0,0,15,0,1,1,45,45,16.7,0,NA,0,1,45,2,0,0,0,0,0,1.2,0.4,0.3,0.1,0.21,0.63,24,0,2,7,15,1,24,0,0,NA,2,1,19,6,0,1,0,0,2,0,0,NA,6.4,0,0,0,0.2,0.2,0.18,-0.2,-0.2,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.36,0.05,0.41,0.36,0.41
Sami Al-Najei,MF,Saudi Arabia,25,1997,0.5,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,1,0,13,21,61.9,200,64,8,10,80,3,7,42.9,1,3,33.3,0,0,0.2,0,0,0,0,0,0,21,18,3,0,0,0,5,0,3,1,2,0,13,0,0,1,45,45,16.7,1,45,0,0,NA,2,0,0,1,-1,-2,-1.6,0.9,0.3,0.6,1.24,2.69,25,0,3,5,18,1,25,0,0,NA,1,1,15,2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samuel Oum Gouet,MF,Cameroon,24,1997,1.1,1,1,0,1,0,0,0,NA,0,0,0,0,0,1,3,0,1,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,10,1,0,100,52,59,88.1,884,306,23,23,100,20,22,90.9,6,11,54.5,0,0,0,0,0,6,0,0,3,59,59,0,0,0,1,1,0,0,0,0,0,52,0,0,2,100,50,37,1,90,1,1,10,1,0.5,0,1,-1,-0.9,-1.43,0.8,1.6,-0.8,-0.71,0.12,65,4,23,38,5,0,65,0,0,NA,1,0,40,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,2,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sardar Azmoun,FW,IR Iran,27,1995,1.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,2.14,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,4,5,44.4,18,30,60,225,85,8,14,57.1,7,8,87.5,0,1,0,0,0.1,0.2,-0.1,1,3,1,0,2,30,27,2,0,0,0,0,0,0,0,0,0,18,1,1,3,126,42,46.7,2,56,0,1,14,0,1,1,2,-1,-0.71,0.54,1.7,2.2,-0.5,-0.37,-0.1,40,1,5,17,18,8,40,0,1,0,0,0,29,3,0,5,3,60,3.57,2.14,0,0,13.9,0,0,0,0.9,0.9,0.19,-0.9,-0.9,3,2,126,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0.1,1,0.67,0.05,0.71,0.67,0.71
Saud Abdulhamid,DF,Saudi Arabia,23,1999,3,5,2,2,2,1,2,2,100,0,3,0,3,2,7,6,0,8,2.67,6,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,7,5,0,9,2,2,0,1,0,14,4,6,40,88,122,72.1,1395,541,40,46,87,38,54,70.4,6,11,54.5,0,0,0.1,0,2,9,4,1,11,122,94,28,2,0,1,9,26,0,0,0,0,88,0,3,3,270,90,100,3,90,3,0,NA,0,1,3,5,-2,-0.67,NA,3,6,-3,-1.01,NA,150,11,37,61,54,5,150,2,4,50,4,1,74,10,0,1,0,0,0.33,0,0,NA,34.6,0,0,0,0,0,0.02,0,0,3,3,270,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.01,0.02,0.02,0.01,0.02
Sa??a Luki<c4><87>,MF,Serbia,26,1996,2.7,2,0,0,2,0,0,2,0,2,2,0,2,1,3,5,1,2,0.73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,1,1,0,0,0,0,19,3,3,50,143,162,88.3,2488,505,60,67,89.6,70,76,92.1,10,13,76.9,0,0,0.1,0,0,12,1,1,5,162,159,3,3,1,4,1,0,0,0,0,0,143,0,1,3,245,82,90.7,3,82,2,0,NA,0,0.33,5,7,-2,-0.73,2.87,3.2,6.8,-3.6,-1.33,-0.15,182,6,30,132,21,1,182,0,1,0,2,2,130,3,0,1,0,0,0.37,0,0,NA,16.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,3,3,245,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.02,0,0.02,0.02,0.02
Sebastian Szyma<c5>?ski,MF,Poland,23,1999,1.5,6,3,3,2,1,0,1,0,1,4,1,3,2,8,1,0,1,0.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,2,3,0,0,0,6,1,5,16.7,26,41,63.4,442,138,14,20,70,9,12,75,2,3,66.7,0,0,0.1,0,0,3,0,0,2,41,39,2,2,0,0,3,0,0,0,0,0,26,0,3,2,134,67,37.2,2,67,0,0,NA,2,0.5,0,1,-1,-0.67,-0.27,1.6,1.7,-0.2,-0.12,0.9,61,3,18,28,16,3,61,1,3,33.3,5,2,35,6,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,2,2,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebasti??n Coates,DF,Uruguay,32,1990,2,1,0,0,1,0,0,0,NA,0,3,1,2,1,2,6,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,9,7,0,100,76,93,81.7,1425,583,33,38,86.8,31,35,88.6,12,18,66.7,0,0,0,0,0,10,0,0,7,93,90,3,3,0,1,0,0,0,0,0,0,76,0,0,2,180,90,66.7,2,90,2,0,NA,1,1.5,2,2,0,0,0,3.1,2.9,0.2,0.1,0.14,107,8,50,53,4,3,107,0,0,NA,0,2,66,1,0,1,0,0,0.5,0,0,NA,11.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1,2,2,180,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.05,0,0.05,0.05,0.05
Selim Amallah,MF,Morocco,26,1996,2.9,7,4,2,3,2,3,6,50,3,3,0,3,5,12,0,0,3,1.03,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,5,4,0,0,0,7,1,5,16.7,34,43,79.1,400,77,24,25,96,8,11,72.7,1,4,25,0,0.1,0.1,-0.1,2,1,1,0,1,43,42,1,1,0,0,1,0,0,0,0,0,34,0,1,4,263,66,67.4,3,79,1,1,26,0,2,0,0,0,0,-2.13,0.8,2.6,-1.8,-0.6,-1.34,78,2,16,44,18,3,78,0,5,0,9,5,41,2,0,1,0,0,0.34,0,0,NA,15.8,0,0,0,0,0,0.04,0,0,4,3,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.01,0.03,0.04,0.01,0.04
Serge Gnabry,FW,Germany,27,1995,2.9,5,2,1,2,2,4,5,80,1,2,0,2,2,7,3,0,12,4.11,9,0,0,3,0,0,1,0.34,1,0,0,0,0,0,0,0,0,2,2,3,7,2,2,0,0,0,11,0,2,0,86,118,72.9,1060,281,56,72,77.8,21,25,84,3,3,100,1,1.5,0.7,-0.5,6,1,4,3,3,118,112,4,0,0,0,7,4,0,0,0,0,86,2,8,3,263,88,97.4,3,88,1,0,NA,0,1.33,6,5,1,0.34,0.34,9.8,3.4,6.4,2.19,-1.25,148,1,9,42,98,21,148,3,5,60,4,7,111,16,1,12,4,33.3,4.11,1.37,0.08,0.25,15.6,0,0,0,1.1,1.1,0.09,-0.1,-0.1,3,3,263,1,1,1,0,0,0,0,0.34,0.34,0.68,0.34,0.68,1.1,1.1,1.5,2.6,0.37,0.51,0.88,0.37,0.88
Sergej Milinkovi<c4><87>-Savi<c4><87>,MF,Serbia,27,1995,2.6,5,1,2,3,0,3,4,75,1,5,2,3,2,7,5,0,4,1.54,3,0,0,0,1,0,3,1.15,2,0,0,0,1,0,1,0,0,2,4,0,1,2,1,0,0,0,18,3,3,50,87,120,72.5,1467,405,44,55,80,33,41,80.5,8,16,50,0,0,0.2,0,0,9,2,0,10,120,118,2,2,2,2,1,0,0,0,0,0,87,0,4,3,233,78,86.3,3,78,1,0,NA,0,0.33,5,8,-3,-1.16,-1.16,3.1,7,-3.9,-1.51,-1.42,158,8,33,88,41,4,158,3,6,50,7,2,106,7,1,3,1,33.3,1.16,0.39,0.33,1,23.9,0,0,0,0.2,0.2,0.06,0.8,0.8,3,3,233,1,0,1,0,0,1,0,0.39,0,0.39,0.39,0.39,0.2,0.2,0,0.2,0.07,0,0.07,0.07,0.07
Sergio Busquets,MF,Spain,34,1988,4,7,4,3,3,1,3,5,60,2,2,0,2,1,8,1,0,11,2.97,11,0,0,0,0,0,1,0.27,1,0,0,0,0,0,1,0,0,3,3,0,0,1,4,0,0,0,28,8,5,61.5,261,289,90.3,4222,1044,124,136,91.2,111,118,94.1,16,20,80,0,0.1,0.2,-0.1,3,31,3,0,17,289,278,11,10,0,1,0,1,0,0,0,0,261,0,2,4,363,91,93.1,4,91,3,0,NA,0,1.25,6,3,3,0.74,-9.26,5.3,3.4,1.9,0.52,-0.75,309,6,46,209,54,1,309,1,1,100,2,2,237,13,0,2,0,0,0.5,0,0,NA,20.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,4,4,363,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.04,0.02,0.06,0.04,0.06
Sergio Rochet,GK,Uruguay,29,1993,3,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,100,54,78,69.2,1262,1003,17,17,100,27,28,96.4,10,33,30.3,0,0,0,0,0,0,0,0,0,78,49,29,5,0,0,0,0,0,0,0,0,54,0,0,3,270,90,100,3,90,3,0,NA,0,1.33,2,2,0,0,NA,3.7,3.5,0.1,0.05,NA,88,78,87,1,0,0,88,0,0,NA,1,0,35,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,3,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergi??o Dest,DF,United States,22,2000,3.4,4,2,2,1,1,2,3,66.7,1,3,0,3,2,6,7,0,7,2.07,4,1,2,0,0,0,1,0.3,1,0,0,0,0,0,1,0,0,4,2,0,9,2,2,0,0,0,13,1,3,25,172,200,86,2635,848,101,105,96.2,60,67,89.6,8,15,53.3,1,0.5,0.5,0.5,3,15,2,1,13,200,176,24,2,0,1,9,22,0,0,0,0,172,0,5,4,305,76,84.7,4,76,0,0,NA,0,1.25,2,2,0,0,1.64,3.4,2.2,1.2,0.34,2.71,250,10,58,115,80,6,250,5,13,38.5,9,8,178,3,0,6,0,0,1.77,0,0,NA,19.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,4,4,305,0,1,0,0,0,1,0,0,0.3,0.3,0,0.3,0.2,0.2,0.5,0.7,0.07,0.15,0.22,0.07,0.22
Shaquell Moore,DF,United States,26,1996,0.2,2,2,1,1,0,2,2,100,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,2,1,0,100,14,21,66.7,218,85,9,11,81.8,4,6,66.7,1,4,25,0,0,0,0,0,1,0,0,0,21,20,1,0,0,0,0,1,0,0,0,0,14,0,0,2,22,11,6.1,0,NA,0,2,11,2,2,0,0,0,0,0.27,0.1,0.5,-0.3,-1.39,-1.4,27,4,12,7,8,2,27,0,0,NA,0,0,16,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shogo Taniguchi,DF,Japan,31,1991,2.3,1,0,0,1,0,0,0,NA,0,2,2,0,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,8,8,3,72.7,72,85,84.7,1299,480,40,42,95.2,23,27,85.2,9,14,64.3,0,0,0,0,0,10,0,0,2,85,81,4,1,0,3,0,3,0,0,0,0,72,0,0,2,210,105,53.8,2,105,2,0,NA,2,2,3,2,1,0.43,0.43,2.7,2.5,0.2,0.09,0.45,105,16,49,51,6,3,105,0,0,NA,0,0,62,0,0,2,0,0,0.86,0,0,NA,8,0,0,0,0.2,0.2,0.12,-0.2,-0.2,2,2,210,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.12,0,0.12,0.12,0.12
Sh??ichi Gonda,GK,Japan,33,1989,4.3,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,100,68,113,60.2,1770,1301,20,20,100,32,33,97,16,59,27.1,0,0,0,0,0,1,0,0,0,113,73,39,13,0,1,0,0,0,0,0,0,68,1,0,4,390,98,100,4,98,4,0,NA,0,1.75,5,4,1,0.23,NA,5,5.7,-0.7,-0.17,-0.17,124,106,124,0,0,0,124,0,0,NA,0,0,49,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,4,4,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silvan Widmer,DF,Switzerland,29,1993,2.9,10,6,9,1,0,6,6,100,0,3,0,3,2,12,15,0,5,1.7,5,0,0,0,0,0,1,0.34,1,0,0,0,0,0,1,0,0,4,2,0,2,2,6,0,0,0,13,3,1,75,127,169,75.1,2070,814,62,70,88.6,53,70,75.7,10,20,50,1,0.8,0.9,0.2,2,12,3,2,10,169,137,31,3,0,0,2,28,0,0,0,0,127,1,4,3,265,88,73.6,3,88,2,0,NA,0,2,4,3,1,0.34,5.08,4.4,2.8,1.6,0.55,1.79,208,13,67,95,47,6,208,1,2,50,5,6,126,8,0,1,0,0,0.34,0,0,NA,9.7,0,0,0,0,0,0.02,0,0,3,3,265,0,1,0,0,0,1,0,0,0.34,0.34,0,0.34,0,0,0.8,0.9,0.01,0.29,0.3,0.01,0.3
Simon Kj??r,DF,Denmark,33,1989,0.7,0,0,0,0,0,0,0,NA,0,1,1,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,3,1,75,50,59,84.7,989,462,20,24,83.3,25,28,89.3,5,7,71.4,0,0,0,0,0,3,1,0,4,59,59,0,0,0,0,0,0,0,0,0,0,50,0,0,1,64,64,23.7,1,64,0,0,NA,2,1,0,0,0,0,0.87,0.3,0.9,-0.5,-0.77,-0.49,68,4,28,39,1,0,68,0,0,NA,1,0,45,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane Boufal,FW,Morocco,29,1993,3,8,4,5,3,0,3,6,50,3,4,0,4,2,10,0,0,9,3.06,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,10,2,5,2,4,0,0,0,13,1,4,20,55,71,77.5,986,274,31,37,83.8,13,19,68.4,8,12,66.7,0,0.3,0.4,-0.3,3,6,3,2,7,71,70,1,1,0,3,5,0,0,0,0,0,55,0,1,4,266,67,68.2,4,67,0,0,NA,0,2,2,1,1,0.34,-1.11,1.4,2.3,-0.9,-0.31,-0.45,111,1,14,54,46,6,111,9,18,50,10,3,81,8,0,4,0,0,1.35,0,0,NA,21.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,4,4,266,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.05,0.09,0.14,0.05,0.14
Sofyan Amrabat,MF,Morocco,26,1996,4.3,10,8,9,1,0,3,5,60,2,2,1,1,6,16,6,0,2,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,5,1,0,6,8,0,0,0,33,0,1,0,144,168,85.7,2424,674,64,72,88.9,64,70,91.4,12,15,80,0,0,0,0,0,5,0,0,7,168,161,5,4,0,2,0,1,0,0,0,0,144,2,2,4,390,98,100,4,98,4,0,NA,0,2,4,1,3,0.69,NA,3.1,3.8,-0.7,-0.18,-0.18,208,12,98,101,10,0,208,0,4,0,3,2,120,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,4,4,390,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Son Heung-min,FW,Korea Republic,30,1992,4,5,2,4,1,0,4,4,100,0,2,0,2,2,7,0,1,16,4,6,6,1,2,1,0,2,0.5,2,0,0,0,0,0,0,0,0,1,6,2,21,2,2,0,0,0,16,0,2,0,77,115,67,1199,263,41,46,89.1,26,37,70.3,7,21,33.3,1,1,0.7,0,7,1,3,1,3,115,92,22,1,1,2,21,1,18,6,9,0,77,1,6,4,360,90,100,4,90,4,0,NA,0,1,5,8,-3,-0.75,NA,4.6,7.1,-2.5,-0.63,NA,158,2,19,43,98,19,158,3,15,20,8,6,107,25,0,9,3,33.3,2.25,0.75,0,0,18.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4,4,4,360,0,1,0,0,0,0,0,0,0.25,0.25,0,0.25,0.4,0.4,1,1.4,0.11,0.24,0.35,0.11,0.35
Son Jun-ho,MF,Korea Republic,30,1992,0.8,3,3,0,3,0,2,2,100,0,3,1,2,3,6,0,0,3,3.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,9,0,1,0,55,59,93.2,1190,408,21,22,95.5,23,24,95.8,11,13,84.6,0,0,0,0,0,10,0,0,5,59,58,1,1,0,2,0,0,0,0,0,0,55,0,0,3,72,24,20,0,NA,0,3,24,1,1.33,2,0,2,2.5,4.06,1,1,0,0.04,0.83,68,2,17,49,2,0,68,0,0,NA,0,0,46,2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,3,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sorba Thomas,MF,Wales,23,1999,0,1,1,1,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,NA,3,4,75,64,24,0,0,NA,1,1,100,1,2,50,0,0,0,0,0,0,1,1,0,4,3,1,1,0,0,1,0,0,0,0,0,3,0,0,1,1,1,0.4,0,NA,0,1,1,2,1,0,0,0,0,1.67,0,0,0,0,0.63,6,0,1,2,3,0,6,0,1,0,0,1,4,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr<c4>?an Babi<c4><87>,DF,Serbia,26,1996,0.1,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,10,16,62.5,231,66,2,4,50,5,6,83.3,3,6,50,0,0,0,0,0,0,0,0,0,16,15,1,0,0,1,0,1,0,0,0,0,10,0,0,1,13,13,4.8,0,NA,0,1,13,2,1,0,0,0,0,1.05,0.1,0.1,0.1,0.57,1.98,16,1,8,8,1,0,16,0,0,NA,0,0,11,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefan Mitrovi<c4><87>,DF,Serbia,32,1990,0.4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,18,21,85.7,313,111,7,8,87.5,8,9,88.9,2,3,66.7,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,18,0,0,1,35,35,13,0,NA,0,1,35,2,1,0,2,-2,-5.14,-4.76,0.5,1,-0.6,-1.43,-0.13,22,1,8,13,1,0,22,0,0,NA,0,0,19,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Eust??quio,MF,Canada,25,1996,1.4,4,2,2,2,0,1,3,33.3,2,0,0,0,2,6,6,0,6,4.32,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,0,0,0,10,1,1,50,83,93,89.2,1443,497,40,41,97.6,29,29,100,12,17,70.6,0,0.2,0.3,-0.2,2,8,3,0,10,93,89,4,3,0,1,1,0,1,0,0,0,83,0,0,2,125,63,46.3,2,63,0,0,NA,1,0,1,3,-2,-1.44,0.42,2.4,1.4,1,0.71,1.11,109,8,17,69,23,1,109,1,1,100,0,2,76,2,0,3,0,0,2.16,0,0,NA,19.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,2,2,125,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,0.13,0.11,0.24,0.13,0.24
Steve Mandanda,GK,France,37,1985,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,19,31,61.3,414,303,2,2,100,15,15,100,2,14,14.3,0,0,0,0,0,0,0,0,0,31,19,12,3,0,0,0,0,0,0,0,0,19,0,0,1,90,90,25,1,90,1,0,NA,3,0,0,1,-1,-1,-3,0.8,0.5,0.3,0.3,-1.33,32,28,32,0,0,0,32,0,0,NA,0,0,9,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven Berghuis,MF,Netherlands,30,1991,1.4,2,1,1,0,1,1,2,50,1,1,0,1,0,2,0,0,2,1.44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,6,1,2,33.3,72,94,76.6,1258,318,31,39,79.5,24,33,72.7,11,13,84.6,0,0,0.1,0,1,11,1,0,6,94,88,6,4,0,0,3,1,1,0,0,0,72,0,0,3,125,42,34.7,1,78,0,2,24,1,2.33,0,0,0,0,-2.3,0.4,0.7,-0.4,-0.27,-0.36,103,0,9,61,33,1,103,0,2,0,1,0,79,9,0,3,0,0,2.16,0,0,NA,24.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,3,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.06,0.02,0.08,0.06,0.08
